Yearly Compensation,Gender: Men1Women0,Number of Programming languages,Number of IDES,Number of Hosted Notebooks,Number of Data Visualization Libraries,Number of Machine Learning Frameworks,Number of Daily data activities,Country: Australia,Country: Brazil,Country: Canada,Country: China,Country: France,Country: Germany,Country: India,Country: Italy,Country: Japan,Country: Nigeria,Country: Other,Country: Russia,Country: Spain,Country: Turkey,Country: United Kingdom,Country: United States,University Degree,Education: Bachelor,Education: Doctoral,Education: High school,Education: Master,Education: Professional,Education: Some college,Job Title: Business Analyst,Job Title: Data Analyst,Job Title: Data Engineer/DBA,Job Title: Data Scientist,Job Title: Machine Learning Engineer,Job Title: Manager/C-level,Job Title: Other,Job Title: Product/Project Manager,Job Title: Research Scientist/Statistician,Job Title: Software Engineer,Machine Learning Status in Company: Do not use ML / Do not know,Machine Learning Status in Company: Exploring ML,Machine Learning Status in Company: Recently started using ML,Machine Learning Status in Company: Use ML for generating insights,Machine Learning Status in Company: Well established ML,Number of Primary Tool to Analyze Data,Profile: Beginners,Profile: Coders,Profile: ML Veterans,Profile: Modern DS,Profile: Others,Age,Tenure: Years Writing Code,Tenure: Years Using Machine Learning Methods,Years Writing Code Profile,Years Using ML Profile,Yearly Compensation Numeric,Survey Year
10-20k,1,2,2,2,1,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27,7.5,4,6.5,6.5,15,2020
10-20k,1,1,2,1,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,27,2,2,1.5,1.5,15,2020
20-30k,1,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,32,0.5,0.5,0.5,1.5,25,2020
20-30k,1,4,2,2,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,27,4,4,6.5,6.5,25,2020
100-125k,1,2,3,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27,4,4,6.5,6.5,112.5,2020
0-10k,1,3,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,27,4,0.5,6.5,1.5,5,2020
100-125k,1,3,3,1,4,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,32,7.5,2,6.5,2.5,112.5,2020
50-60k,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,32,0.5,0.5,0.5,1.5,55,2020
200-250k,1,2,1,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,37,10,5,10,6.5,225,2020
60-70k,1,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,57,10,2,10,1.5,65,2020
30-40k,1,4,4,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,32,10,2,10,2.5,35,2020
0-10k,0,6,4,4,2,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,23,2,2,1.5,1.5,5,2020
90-100k,1,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,23,4,0.5,6.5,1.5,95,2020
10-20k,0,4,3,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,27,4,0.5,6.5,1.5,15,2020
0-10k,0,1,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,27,2,0.5,1.5,1.5,5,2020
20-30k,1,5,3,4,3,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27,7.5,4,6.5,6.5,25,2020
30-40k,1,2,1,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,42,10,2,10,1.5,35,2020
0-10k,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,32,0.5,0,0.5,0,5,2020
30-40k,1,6,5,1,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,27,7.5,2,6.5,1.5,35,2020
200-250k,1,3,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,47,10,2,10,2.5,225,2020
50-60k,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,52,10,2,10,2.5,55,2020
20-30k,1,2,3,1,2,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,27,10,5,10,6.5,25,2020
0-10k,1,2,3,4,4,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,23,2,0.5,1.5,1.5,5,2020
40-50k,1,2,3,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,27,7.5,4,6.5,6.5,45,2020
0-10k,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,37,4,2,6.5,1.5,5,2020
0-10k,0,2,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,27,2,2,1.5,1.5,5,2020
125-150k,1,2,2,2,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,32,7.5,5,6.5,6.5,137.5,2020
30-40k,1,2,1,4,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,52,10,5,10,10,35,2020
200-250k,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,32,10,5,10,10,225,2020
20-30k,1,4,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,52,10,5,10,6.5,25,2020
20-30k,1,2,1,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,37,10,4,10,6.5,25,2020
50-60k,1,7,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,64.5,10,0.5,10,1.5,55,2020
0-10k,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,23,4,2,6.5,1.5,5,2020
10-20k,0,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,19.5,0.5,0.5,0.5,1.5,15,2020
10-20k,0,3,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,27,2,0,1.5,0,15,2020
80-90k,1,3,3,2,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,42,10,4,10,6.5,85,2020
150-200k,1,5,6,4,5,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,70,10,5,10,6.5,175,2020
0-10k,0,4,1,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,37,4,2,6.5,1.5,5,2020
50-60k,1,2,1,1,0,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,42,7.5,4,6.5,6.5,55,2020
0-10k,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,27,0.5,0.5,0.5,1.5,5,2020
0-10k,0,3,2,1,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,27,0.5,0.5,0.5,1.5,5,2020
40-50k,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,47,10,2,10,2.5,45,2020
0-10k,1,2,3,3,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,23,0.5,0.5,0.5,1.5,5,2020
10-20k,1,4,3,1,4,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,32,7.5,4,6.5,6.5,15,2020
0-10k,1,3,4,2,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,27,2,2,1.5,1.5,5,2020
40-50k,0,2,1,2,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,42,0.5,2,0.5,1.5,45,2020
0-10k,1,1,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,27,2,0.5,1.5,1.5,5,2020
0-10k,1,3,2,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,47,10,2,10,2.5,5,2020
90-100k,1,5,5,1,7,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,42,10,5,10,6.5,95,2020
20-30k,1,5,3,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,47,10,0.5,10,1.5,25,2020
50-60k,1,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,37,0.5,0.5,0.5,1.5,55,2020
60-70k,1,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,47,10,5,10,10,65,2020
0-10k,1,5,3,2,2,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,23,4,2,6.5,2.5,5,2020
30-40k,1,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,37,4,2,6.5,1.5,35,2020
0-10k,1,5,4,3,3,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,23,7.5,0.5,6.5,1.5,5,2020
0-10k,1,3,0,2,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,32,0.5,0.5,0.5,1.5,5,2020
60-70k,1,2,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,32,2,0.5,1.5,1.5,65,2020
40-50k,1,3,5,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27,7.5,2,6.5,2.5,45,2020
0-10k,1,2,1,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,23,0.5,0.5,0.5,1.5,5,2020
70-80k,1,2,4,1,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,32,10,4,10,6.5,75,2020
90-100k,1,3,1,2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,57,2,2,1.5,1.5,95,2020
0-10k,1,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,27,7.5,2,6.5,2.5,5,2020
0-10k,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,23,4,2,6.5,1.5,5,2020
20-30k,1,3,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,32,4,2,6.5,2.5,25,2020
40-50k,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,37,4,4,6.5,6.5,45,2020
0-10k,1,2,2,1,5,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,23,4,0.5,6.5,1.5,5,2020
0-10k,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19.5,2,0.5,1.5,1.5,5,2020
60-70k,1,2,1,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,42,4,2,6.5,1.5,65,2020
10-20k,0,4,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,27,7.5,4,6.5,6.5,15,2020
0-10k,1,5,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,23,4,2,6.5,2.5,5,2020
20-30k,1,2,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,37,7.5,2,6.5,2.5,25,2020
0-10k,1,2,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19.5,0.5,0.5,0.5,1.5,5,2020
150-200k,1,2,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,57,10,2,10,2.5,175,2020
20-30k,1,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,47,10,0.5,10,1.5,25,2020
50-60k,1,3,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,42,10,5,10,6.5,55,2020
20-30k,1,5,4,1,3,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,32,10,4,10,6.5,25,2020
125-150k,1,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,47,0.5,0.5,0.5,1.5,137.5,2020
100-125k,1,2,4,2,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,32,7.5,2,6.5,2.5,112.5,2020
125-150k,1,3,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,32,7.5,4,6.5,6.5,137.5,2020
30-40k,1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,52,10,2,10,1.5,35,2020
10-20k,1,3,4,3,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,27,7.5,4,6.5,6.5,15,2020
50-60k,1,2,2,1,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,42,10,5,10,6.5,55,2020
0-10k,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,19.5,2,0.5,1.5,1.5,5,2020
0-10k,1,2,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,23,2,0.5,1.5,1.5,5,2020
50-60k,1,2,1,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,32,10,4,10,6.5,55,2020
20-30k,1,2,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,52,10,5,10,10,25,2020
100-125k,0,3,3,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,37,7.5,2,6.5,2.5,112.5,2020
50-60k,0,1,1,1,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,37,10,5,10,10,55,2020
0-10k,1,1,1,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19.5,0.5,0.5,0.5,1.5,5,2020
0-10k,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,23,2,0,1.5,0,5,2020
0-10k,1,3,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,27,2,2,1.5,1.5,5,2020
40-50k,1,5,2,2,1,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,27,7.5,2,6.5,2.5,45,2020
150-200k,1,1,3,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,32,7.5,4,6.5,6.5,175,2020
80-90k,1,3,2,3,2,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,42,4,2,6.5,1.5,85,2020
30-40k,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,32,2,0.5,1.5,1.5,35,2020
80-90k,1,1,2,2,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,32,2,2,1.5,1.5,85,2020
0-10k,1,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,32,2,0.5,1.5,1.5,5,2020
0-10k,1,2,2,2,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,32,4,2,6.5,2.5,5,2020
80-90k,1,1,3,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,32,10,4,10,6.5,85,2020
0-10k,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,23,4,0,6.5,0,5,2020
40-50k,1,2,3,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,23,4,2,6.5,1.5,45,2020
80-90k,1,4,2,1,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,42,4,4,6.5,6.5,85,2020
0-10k,1,3,4,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,27,4,0.5,6.5,1.5,5,2020
20-30k,1,4,3,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,32,10,2,10,1.5,25,2020
10-20k,0,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,42,2,0.5,1.5,1.5,15,2020
